#Organism/Name,Group,SubGroup,Type,RefSeq,INSDC,Size (Kb),GC%,Protein,rRNA,tRNA,Other RNA,Gene,Pseudogene,Release Date,Modify Date
"Centropyge eibli","Animals","Fishes",mitochondrion,NC_027971.1,KT001113,17.101,44.8629,13,2,22,-,37,-,2015/10/07,2015/10/14
"Centropyge flavicauda","Animals","Fishes",mitochondrion,NC_028716.1,KR870989,16.747,46.4382,13,2,22,-,37,-,2015/12/17,2016/02/11
"Centropyge flavissima","Animals","Fishes",mitochondrion,NC_027970.1,KT275257,17.01,45.2322,13,2,22,-,37,-,2015/10/07,2015/10/14
"Centropyge heraldi","Animals","Fishes",mitochondrion,NC_027968.1,KR870992,16.836,47.4697,13,2,22,-,37,-,2015/10/07,2015/10/14
"Centropyge interrupta","Animals","Fishes",mitochondrion,NC_026451.1,KP018404,16.151,46.8206,13,2,22,-,13,-,2015/02/09,2015/03/17
"Centropyge joculator","Animals","Fishes",mitochondrion,NC_027652.1,KR152650,16.778,46.8769,13,2,22,-,37,-,2015/07/28,2015/08/05
"Centropyge loricula","Animals","Fishes",mitochondrion,NC_009872.1,AP006006,16.509,46.8593,13,2,22,-,13,-,2007/09/28,2009/02/26
"Centropyge multicolor","Animals","Fishes",mitochondrion,NC_027651.1,KP973958,16.791,46.8882,13,2,22,-,37,-,2015/07/28,2015/08/05
"Centropyge venusta","Animals","Fishes",mitochondrion,NC_027598.1,KR870988,16.641,46.1751,13,2,22,-,37,-,2015/07/23,2015/07/28
"Centropyge woodheadi","Animals","Fishes",mitochondrion,NC_027969.1,KT001112,16.863,47.9037,13,2,22,-,37,-,2015/10/07,2015/10/14
"Centrorhynchus aluconis","Animals","Other Animals",mitochondrion,NC_029765.1,KT592357,15.144,44.407,12,2,22,-,36,-,2016/03/28,2016/04/12
"Centruroides limpidus","Animals","Other Animals",mitochondrion,NC_006896.1,AY803353,14.519,35.5396,13,2,21,-,13,-,2005/04/02,2010/02/01
"Cepaea nemoralis","Animals","Other Animals",mitochondrion,NC_001816.1,U23045,14.1,40.2057,13,2,22,-,13,-,1999/08/24,2011/09/09
"Cephalanthera humilis","Plants","Land Plants",plastid,NC_030706.1,KU551265,157.011,37.3152,73,8,38,-,135,16,2016/08/03,2016/08/03
"Cephalanthera longifolia","Plants","Land Plants",chloroplast,NC_030704.1,KU551263,161.877,37.211,86,8,38,-,137,5,2016/08/02,2016/08/02
"Cephalopholis argus","Animals","Fishes",mitochondrion,NC_022142.1,KC593377,16.767,43.1502,13,2,23,-,13,-,2013/08/27,2013/11/14
"Cephalopholis boenak","Animals","Fishes",mitochondrion,NC_021134.1,KC537759,16.771,43.0565,13,2,22,-,13,-,2013/04/23,2014/09/17
"Cephalopholis sexmaculata","Animals","Fishes",mitochondrion,NC_024100.1,KJ469385,16.589,44.644,13,2,22,-,13,-,2014/05/14,2014/06/11
"Cephalopholis sonnerati","Animals","Fishes",mitochondrion,NC_022143.1,KC593378,16.587,44.1671,13,2,22,-,13,-,2013/08/27,2013/11/14
"Cephalopholis urodeta","Animals","Fishes",mitochondrion,NC_030057.1,KU891818,16.592,44.3587,13,2,22,-,37,-,2016/05/04,2016/05/31
"Cephalophus adersi","Animals","Mammals",mitochondrion,NC_020685.1,JN632611,16.435,39.7262,13,2,22,-,13,-,2013/03/26,2013/04/17
"Cephalophus callipygus","Animals","Mammals",mitochondrion,NC_020686.1,JN632614,16.427,40.1047,13,2,22,-,13,-,2013/03/25,2013/04/17
"Cephalophus dorsalis","Animals","Mammals",mitochondrion,NC_020687.1,JN632615,16.434,39.972,13,2,22,-,13,-,2013/03/25,2013/04/17
"Cephalophus jentinki","Animals","Mammals",mitochondrion,NC_020688.1,JN632616,16.425,39.4642,13,2,22,-,13,-,2013/03/25,2013/04/17
"Cephalophus leucogaster","Animals","Mammals",mitochondrion,NC_020689.1,JN632617,16.427,40.0804,13,2,22,-,13,-,2013/03/25,2013/04/17
"Cephalophus natalensis","Animals","Mammals",mitochondrion,NC_020690.1,JN632618,16.429,40.3798,13,2,22,-,13,-,2013/03/25,2013/04/17
"Cephalophus nigrifrons","Animals","Mammals",mitochondrion,NC_020691.1,JN632619,16.431,40.6366,13,2,22,-,13,-,2013/03/25,2013/04/17
"Cephalophus ogilbyi","Animals","Mammals",mitochondrion,NC_020692.1,JN632620,16.426,40.375,13,2,22,-,13,-,2013/03/25,2013/04/17
"Cephalophus rufilatus","Animals","Mammals",mitochondrion,NC_020693.1,JN632621,16.431,40.6731,13,2,22,-,13,-,2013/03/25,2013/04/17
"Cephalophus silvicultor","Animals","Mammals",mitochondrion,NC_020694.1,JN632622,16.426,39.6384,13,2,22,-,13,-,2013/03/25,2013/04/17
"Cephalophus spadix","Animals","Mammals",mitochondrion,NC_020695.1,JN632623,16.43,39.6713,13,2,22,-,13,-,2013/03/25,2013/04/17
"Cephalorhynchus heavisidii","Animals","Mammals",mitochondrion,NC_020696.1,JN632624,16.371,39.3501,13,2,22,-,13,-,2013/03/25,2013/04/17
"Cephaloscyllium umbratile","Animals","Fishes",mitochondrion,NC_029399.1,KT003686,16.698,37.9147,13,2,22,-,37,-,2016/03/01,2016/03/10
"Cephalotaxus oliveri","Plants","Land Plants",chloroplast,NC_021110.1,KC136217,134.337,35.2509,82,4,28,-,114,-,2013/05/17,2013/05/17
"Cephalotaxus wilsoniana","Plants","Land Plants",chloroplast,NC_016063.1,AP012265,136.196,35.0789,82,4,27,-,113,-,2011/10/17,2013/05/17
"Cephalothrix simula","Animals","Other Animals",mitochondrion,NC_012821.1,FJ594739,16.296,25.092,13,2,22,-,37,-,2009/06/19,2009/07/08
"Cephalothrix sp. SCS-2010","Animals","Other Animals",mitochondrion,NC_014869.1,GU564482,15.8,24.2152,13,2,22,-,37,-,2011/01/06,2011/09/09
"Cephus cinctus","Animals","Insects",mitochondrion,NC_012688.1,FJ478173,19.339,18.0464,13,2,22,-,13,-,2009/05/14,2009/07/29
"Ceracris kiangsu","Animals","Insects",mitochondrion,NC_019994.1,GU270284,15.665,25.1005,13,2,22,-,13,-,2012/12/31,2013/01/17
"Ceracris versicolor","Animals","Insects",mitochondrion,NC_025285.1,KJ188251,15.616,24.7695,13,2,22,-,13,-,2014/10/24,2014/12/15
"Ceraesignum maximum","Animals","Other Animals",mitochondrion,NC_014583.1,HM174253,15.578,40.5893,13,2,22,-,13,-,2010/10/15,2010/10/21
"Ceramium cimbricum","Other","Other",plastid,NC_031211.1,KR025491,171.923,27.6298,191,3,27,-,221,-,2016/09/23,2016/09/23
"Ceramium japonicum","Other","Other",plastid,NC_031174.1,KX284719,171.634,27.8127,199,3,28,1,231,-,2016/09/23,2016/09/23
"Cerataulina daemon","Other","Other",chloroplast,NC_025313.1,KJ958484,120.144,31.1959,132,6,30,2,170,-,2014/11/10,2014/11/10
"Ceratias uranoscopus","Animals","Fishes",mitochondrion,NC_013882.1,AB282851,18.365,50.5745,13,2,22,-,13,-,2010/02/19,2010/03/15
"Ceratitis capitata","Animals","Insects",mitochondrion,NC_000857.1,AJ242872,15.98,22.5156,13,2,22,-,13,-,1999/08/24,2008/03/24
"Ceratocombus japonicus","Animals","Insects",mitochondrion,NC_032388.1,-,16.597,21.8955,13,2,22,-,37,-,2016/12/27,2017/01/04
"Ceratocystis cacaofunesta","Fungi","Ascomycetes",mitochondrion,NC_020430.1,JX185564,103.147,26.8277,52,2,31,-,87,2,2013/02/28,2013/03/04
"Ceratophyllum demersum","Plants","Land Plants",chloroplast,NC_009962.1,EF614270,156.252,38.2222,85,8,37,-,131,1,2007/11/07,2009/04/15
"Ceratotherium simum simum","Animals","Mammals",mitochondrion,NC_001808.1,Y07726,16.832,40.8508,13,2,22,-,13,-,1999/08/24,2010/02/01
"Ceratozamia hildae","Plants","Land Plants",chloroplast,NC_026037.1,JX407108,165.734,39.6907,87,8,39,-,135,1,2015/02/13,2015/02/13
"Cercocebus atys","Animals","Mammals",mitochondrion,NC_028592.1,KT159932,16.543,41.7518,13,2,22,-,37,-,2015/12/03,2015/12/10
"Cercocebus chrysogaster","Animals","Mammals",mitochondrion,NC_021943.1,KC757390,16.551,41.9673,13,2,22,-,13,-,2013/08/06,2016/06/09
"Cercocebus torquatus","Animals","Mammals",mitochondrion,NC_023964.1,KJ434959,16.542,41.4158,13,2,22,-,13,-,2014/04/09,2014/05/01
"Cercopithecus albogularis","Animals","Mammals",mitochondrion,NC_021944.1,KC757391,16.544,42.4383,13,2,22,-,13,-,2013/08/06,2016/06/09
"Cercopithecus diana","Animals","Mammals",mitochondrion,NC_023963.1,KJ434958,16.505,42.8355,13,2,22,-,13,-,2014/04/09,2014/05/01
"Cercopithecus lhoesti","Animals","Mammals",mitochondrion,NC_023962.1,KJ434957,16.518,41.9663,13,2,22,-,13,-,2014/04/09,2014/05/01
"Cercopithecus mitis","Animals","Mammals",mitochondrion,NC_023961.1,KJ434956,16.512,42.454,13,2,22,-,13,-,2014/04/09,2014/05/01
"Cerion incanum","Animals","Other Animals",mitochondrion,NC_025645.1,KM365085,15.177,34.2821,13,2,22,-,13,-,2014/11/14,2014/12/15
"Cermatobius longicornis","Animals","Other Animals",mitochondrion,NC_021403.1,KC155628,16.833,36.6067,13,2,22,-,13,-,2013/06/10,2013/08/06
"Cernuella virgata","Animals","Other Animals",mitochondrion,NC_030723.1,KR736333,14.147,34.0426,12,2,22,-,36,-,2016/08/03,2016/08/16
"Cervaphis quercus","Animals","Insects",mitochondrion,NC_024926.1,KF254841,15.272,15.1912,13,2,22,-,13,-,2014/09/24,2014/09/24
"Cervus canadensis songaricus","Animals","Mammals",mitochondrion,NC_014703.1,HQ191429,16.419,37.9378,13,2,22,-,13,-,2010/11/18,2010/12/06
"Cervus elaphus","Animals","Mammals",mitochondrion,NC_007704.2,AB245427,16.357,37.7942,13,2,22,-,13,-,2006/01/06,2010/04/12
"Cervus elaphus yarkandensis","Animals","Mammals",mitochondrion,NC_013836.1,GU457434,16.416,37.8168,13,2,22,-,13,-,2010/02/16,2010/02/24
"Cervus elaphus yarkandensis","Animals","Mammals",mitochondrion,NC_013840.1,GU457435,16.351,37.8692,13,2,22,-,13,-,2010/02/16,2010/02/24
"Cervus nippon centralis","Animals","Mammals",mitochondrion,NC_006993.1,AB211429,16.663,37.9644,13,2,22,-,13,-,2005/05/04,2010/02/01
"Cervus nippon hortulorum","Animals","Mammals",mitochondrion,NC_013834.1,GU457433,16.434,37.9518,13,2,22,-,13,-,2010/02/16,2010/02/24
"Cervus nippon kopschi","Animals","Mammals",mitochondrion,NC_016178.1,HQ832482,16.429,37.9999,13,2,22,-,13,-,2011/11/15,2014/04/30
"Cervus nippon sichuanicus","Animals","Mammals",mitochondrion,NC_018595.1,JN389443,16.429,38.0547,13,2,22,-,13,-,2012/09/12,2012/09/18
"Cervus nippon taiouanus","Animals","Mammals",mitochondrion,NC_008462.1,DQ985076,16.436,38.0324,13,2,22,-,13,-,2006/10/11,2009/04/15
"Cervus nippon yakushimae","Animals","Mammals",mitochondrion,NC_007179.1,AB218689,16.44,38.0474,13,2,22,-,13,-,2005/07/06,2009/04/15
"Cervus nippon yesoensis","Animals","Mammals",mitochondrion,NC_006973.1,AB210267,16.543,38.0282,13,2,22,-,13,-,2005/04/19,2009/04/15
"Ceryle rudis","Animals","Birds",mitochondrion,NC_024280.1,KJ461938,17.355,44.1026,13,2,22,-,13,-,2014/06/11,2014/07/02
"Cethosia biblis","Animals","Insects",mitochondrion,NC_026070.1,KF990124,15.211,20.163,13,2,22,-,13,-,2015/01/10,2015/02/04
"Cetomimus sp. AMS I34481001","Animals","Fishes",mitochondrion,NC_012048.1,AP010881,16.532,44.1023,13,2,22,-,13,-,2009/02/06,2009/03/05
"Cetonurus globiceps","Animals","Fishes",mitochondrion,NC_027436.1,KF751382,17.137,43.7941,13,2,22,-,37,-,2015/07/14,2016/06/07
"Cetorhinus maximus","Animals","Fishes",mitochondrion,NC_023266.1,KF597303,16.67,40.6119,13,2,22,-,13,-,2014/01/02,2014/01/14
"Cetostoma regani","Animals","Fishes",mitochondrion,NC_004389.1,AP004423,16.508,42.9246,13,2,22,-,13,-,2002/11/18,2010/02/01
"Chabertia erschowi","Animals","Roundworms",mitochondrion,NC_023782.1,KF660603,13.705,25.633,12,2,22,-,12,-,2014/03/13,2016/06/09
"Chabertia ovina","Animals","Roundworms",mitochondrion,NC_013831.1,GQ888721,13.682,23.71,12,2,22,-,12,-,2010/02/16,2010/02/24
"Chaceon granulatus","Animals","Other Animals",mitochondrion,NC_023476.1,AB769383,16.135,30.908,13,2,22,-,13,-,2014/02/13,2016/07/28
"Chaenocephalus aceratus","Animals","Fishes",mitochondrion,NC_015654.1,JF933907,17.311,47.2301,13,2,22,-,13,-,2011/06/14,2011/06/17
"Chaenogobius gulosus","Animals","Fishes",mitochondrion,NC_027193.1,KP696748,16.477,41.2696,13,2,22,-,37,-,2015/06/02,2015/06/24
"Chaenomugil proboscideus","Animals","Fishes",mitochondrion,NC_017881.1,JF911705,16.666,44.0718,13,2,22,-,13,-,2012/05/09,2012/05/11
"Chaetobranchopsis bitaeniatus","Animals","Fishes",mitochondrion,NC_033542.1,KR150861,16.61,41.5051,13,2,22,-,37,-,2017/01/26,2017/01/27
"Chaetoceros simplex","Other","Other",chloroplast,NC_025310.1,KJ958479,116.459,32.0697,131,6,30,2,169,-,2014/10/27,2014/10/27
"Chaetoderma nitidulum","Animals","Other Animals",mitochondrion,NC_013846.1,EF211990,21.008,32.0354,14,2,22,-,14,-,2010/02/16,2016/06/09
"Chaetodermis penicilligerus","Animals","Fishes",mitochondrion,NC_011951.1,AP009216,16.433,47.0334,13,2,22,-,13,-,2009/01/22,2009/02/06
"Chaetodon auripes","Animals","Fishes",mitochondrion,NC_009870.1,AP006004,16.53,45.735,13,2,22,-,13,-,2007/09/28,2007/10/03
"Chaetodontoplus conspicillatus","Animals","Fishes",mitochondrion,NC_026883.1,KP033452,16.988,46.1443,13,2,22,-,37,-,2015/04/22,2015/06/02
"Chaetodontoplus mesoleucus","Animals","Fishes",mitochondrion,NC_026521.1,KP218262,16.998,46.7996,13,2,22,-,13,-,2015/02/25,2015/03/17
"Chaetodontoplus septentrionalis","Animals","Fishes",mitochondrion,NC_009873.1,AP006007,16.833,45.4583,13,2,22,-,13,-,2007/09/28,2007/10/03
"Chaetophractus vellerosus","Animals","Mammals",mitochondrion,NC_028561.1,KT818533,16.598,40.2338,13,2,22,-,37,-,2015/12/03,2016/04/27
"Chaetophractus villosus","Animals","Mammals",mitochondrion,NC_028562.1,KT818535,16.796,39.7714,13,2,22,-,37,-,2015/12/03,2016/04/27
"Chaetopterus variopedatus","Animals","Other Animals",mitochondrion,NC_028710.1,KT726958,16.143,35.6501,13,2,23,-,38,-,2015/12/17,2016/02/11
"Chaetosoma scaritides CO683","Animals","Insects",mitochondrion,NC_011324.1,EU877951,15.511,20.9593,13,2,22,-,13,-,2008/10/03,2008/11/04
"Chaetosphaeridium globosum","Plants","Other Plants",chloroplast,NC_004115.1,AF494278,131.183,29.6243,98,6,37,-,141,-,2002/08/22,2009/04/15
"Chaetosphaeridium globosum","Plants","Other Plants",mitochondrion,NC_004118.1,AF494279,56.574,34.408,46,3,28,-,77,-,2002/08/22,2010/02/01
"Chaetura pelagica","Animals","Birds",mitochondrion,NC_028545.1,KT809406,16.896,46.1944,13,2,23,-,38,-,2015/12/03,2015/12/10
"Chaeturichthys stigmatias","Animals","Fishes",mitochondrion,NC_020786.1,KC495071,18.562,43.0557,13,2,22,-,13,-,2013/04/04,2014/01/23
"Chagunius chagunio","Animals","Fishes",mitochondrion,NC_031613.1,AP011373,17.017,42.2049,13,2,22,-,37,-,2016/10/21,2016/11/17
"Chalarodon madagascariensis","Animals","Reptiles",mitochondrion,NC_012836.1,AB266748,16.851,39.695,13,2,22,-,13,-,2009/06/19,2009/07/08
"Chalceus macrolepidotus","Animals","Fishes",mitochondrion,NC_004700.1,AB054130,16.85,44.184,13,2,22,-,13,-,2003/04/07,2006/10/18
"Chalinolobus tuberculatus","Animals","Mammals",mitochondrion,NC_002626.1,AF321051,16.818,37.668,13,2,22,-,13,-,2000/12/05,2010/02/01
"Challia fletcheri","Animals","Insects",mitochondrion,NC_018538.1,JN651407,20.456,27.4198,13,2,22,-,13,-,2012/09/10,2012/09/17
"Chamaeleo africanus","Animals","Reptiles",mitochondrion,NC_012422.1,EF222196,17.415,38.4554,13,2,22,-,13,-,2009/03/25,2009/04/20
"Chamaeleo arabicus","Animals","Reptiles",mitochondrion,NC_012445.1,EF222193,17.4,38.7241,13,2,22,-,13,-,2009/03/26,2009/04/20
"Chamaeleo calcaricarens","Animals","Reptiles",mitochondrion,NC_012452.1,EF222195,17.451,39.0809,13,2,22,-,13,-,2009/03/26,2009/04/20
"Chamaeleo calyptratus","Animals","Reptiles",mitochondrion,NC_012420.1,EF222192,17.433,38.6738,13,2,22,-,13,-,2009/03/25,2009/04/13
"Chamaeleo chamaeleon","Animals","Reptiles",mitochondrion,NC_012427.1,EF222198,17.47,38.3915,13,2,22,-,13,-,2009/03/25,2009/04/20
"Chamaeleo dilepis","Animals","Reptiles",mitochondrion,NC_012436.1,EF222189,17.875,37.1469,13,2,22,-,13,-,2009/03/25,2009/04/13
"Chamaeleo monachus","Animals","Reptiles",mitochondrion,NC_012443.1,EF222190,18.9,37.6772,13,2,22,-,13,-,2009/03/26,2009/04/20
"Chamaeleo zeylanicus","Animals","Reptiles",mitochondrion,NC_012444.1,EF222191,18.923,39.2538,13,2,22,-,13,-,2009/03/26,2009/04/20
"Chamaerops humilis","Plants","Land Plants",plastid,NC_029967.1,KT312935,158.653,37.1837,86,8,38,-,133,1,2016/04/20,2016/04/20
"Champsocephalus gunnari","Animals","Fishes",mitochondrion,NC_018340.1,GU217678,18.863,46.8112,14,2,24,-,14,-,2012/08/10,2012/08/22
"Champsodon cf. snyderi CBM-ZF 10876","Animals","Fishes",mitochondrion,NC_022483.1,AP006815,18.903,40.7078,13,2,22,-,13,-,2013/09/26,2013/11/14
"Chandlerella quiscali","Animals","Roundworms",mitochondrion,NC_014486.1,HM773029,13.757,22.3304,12,2,22,-,12,-,2010/09/14,2012/09/14
"Channa argus","Animals","Fishes",mitochondrion,NC_015191.1,GU937112,16.559,47.2251,13,2,22,-,13,-,2011/03/03,2011/12/20
"Channa argus x Channa maculata","Animals","Fishes",mitochondrion,NC_020012.1,JX978725,16.558,47.2219,13,2,22,-,13,-,2012/12/31,2013/05/24
"Channa asiatica","Animals","Fishes",mitochondrion,NC_025225.1,KJ930190,16.55,44.2538,13,2,22,-,13,-,2014/10/04,2014/10/16
"Channa maculata","Animals","Fishes",mitochondrion,NC_020011.1,JX978724,16.559,47.2251,13,2,22,-,13,-,2012/12/31,2013/05/24
"Channa maculata x Channa argus","Animals","Fishes",mitochondrion,NC_021613.1,KC823607,16.559,47.2432,13,2,22,-,13,-,2013/06/29,2013/07/31
"Channa marulius","Animals","Fishes",mitochondrion,NC_022713.1,KF420268,16.569,47.2449,13,2,22,-,13,-,2013/11/03,2013/12/18
"Channa micropeltes","Animals","Fishes",mitochondrion,NC_030542.1,KX129904,16.567,46.659,13,2,22,-,37,-,2016/07/12,2016/07/21
"Channa striata","Animals","Fishes",mitochondrion,NC_032037.1,KX177965,16.509,45.0239,13,2,22,-,37,-,2016/12/07,2017/01/04
"Chanodichthys dabryi","Animals","Fishes",mitochondrion,NC_021418.1,KC526217,16.622,43.5387,13,2,22,-,13,-,2013/06/10,2014/04/30
"Chanodichthys erythropterus","Animals","Fishes",mitochondrion,NC_024749.1,KJ801524,16.629,43.8631,13,2,22,-,13,-,2014/08/26,2014/08/29
"Chanodichthys ilishaeformis","Animals","Fishes",mitochondrion,NC_029722.1,KU200257,16.624,44.0808,13,2,22,-,37,-,2016/03/28,2016/04/12
"Chanodichthys mongolicus","Animals","Fishes",mitochondrion,NC_008683.1,AP009060,16.622,43.9718,13,2,22,-,13,-,2006/12/12,2006/12/21
"Chanodichthys recurviceps","Animals","Fishes",mitochondrion,NC_024277.1,KJ609181,16.622,43.8636,13,2,22,-,35,-,2014/06/11,2014/07/02
"Chanos chanos","Animals","Fishes",mitochondrion,NC_004693.1,AB054133,16.231,47.1752,13,2,22,-,13,-,2003/04/07,2006/10/24
"Chara vulgaris","Plants","Other Plants",chloroplast,NC_008097.1,DQ229107,184.933,26.1922,105,6,37,-,148,-,2006/06/09,2009/04/15
"Chara vulgaris","Plants","Other Plants",mitochondrion,NC_005255.1,AY267353,67.737,40.8994,46,3,27,-,76,1,2003/12/03,2010/02/01
"Characiochloris acuminata","Plants","Green Algae",chloroplast,NC_028584.1,KT625418,197.18,37.2137,73,6,29,-,108,-,2015/12/03,2015/12/03
"Charybdis feriata","Animals","Other Animals",mitochondrion,NC_024632.1,KF386147,15.66,29.8531,13,2,22,-,13,-,2014/08/06,2014/08/28
"Charybdis japonica","Animals","Other Animals",mitochondrion,NC_013246.1,FJ460517,15.738,30.7599,13,2,22,-,13,-,2009/09/18,2010/07/07
"Chascanopsetta lugubris","Animals","Fishes",mitochondrion,NC_033392.1,KJ433561,17.251,48.8899,13,2,22,-,37,-,2017/01/18,2017/01/27
"Chasechloa egregia","Plants","Land Plants",chloroplast,NC_031299.1,KX663836,140.371,38.5892,82,8,37,-,127,-,2016/09/27,2016/09/27
"Chattonella marina KA11-m-1","Protists","Other Protists",mitochondrion,NC_013837.1,AB546636,44.772,28.3838,41,3,25,-,69,-,2010/02/18,2015/04/01
"Chauliodus sloani","Animals","Fishes",mitochondrion,NC_003159.1,AP002915,17.814,50.421,13,2,22,-,13,-,2001/10/19,2010/02/01
"Chauliognathus opacus","Animals","Insects",mitochondrion,NC_013576.1,FJ613418,14.893,23.1384,13,2,22,-,37,-,2009/12/04,2009/12/18
"Chauliops fallax","Animals","Insects",mitochondrion,NC_020772.1,JX839706,15.739,26.3041,13,2,22,-,13,-,2013/03/25,2013/05/16
"Chaunax abei","Animals","Fishes",mitochondrion,NC_004381.1,AP004415,16.486,46.3424,13,2,22,-,13,-,2002/11/18,2006/10/04
"Chaunax pictus","Animals","Fishes",mitochondrion,NC_013883.1,AB282833,16.487,46.5397,13,2,22,-,13,-,2010/02/19,2010/03/15
"Chaunax tosaensis","Animals","Fishes",mitochondrion,NC_004382.1,AP004416,16.488,46.4823,13,2,22,-,13,-,2002/11/18,2006/10/04
"Cheilinus undulatus","Animals","Fishes",mitochondrion,NC_013842.1,GU296101,16.613,47.7217,13,2,22,-,13,-,2010/02/16,2010/02/24
"Cheilochromis euchilus","Animals","Fishes",mitochondrion,NC_020672.1,JN252050,16.582,45.9293,13,2,22,-,13,-,2013/03/25,2013/05/06
"Cheilodactylus quadricornis","Animals","Fishes",mitochondrion,NC_028180.1,KT357695,16.521,45.8749,13,2,22,-,37,-,2015/11/01,2015/11/17
"Cheilodactylus variegatus","Animals","Fishes",mitochondrion,NC_026899.1,KP704218,16.652,46.1566,13,2,22,-,37,-,2015/04/22,2015/06/02
"Cheilodactylus zonatus","Animals","Fishes",mitochondrion,NC_024858.1,AP006013,16.661,45.8976,13,2,22,-,13,-,2014/09/17,2014/10/16
"Cheilopogon arcticeps","Animals","Fishes",mitochondrion,NC_029729.1,KU360728,16.53,43.4785,13,2,22,-,37,-,2016/03/28,2016/04/12
"Cheilopogon atrisignis","Animals","Fishes",mitochondrion,NC_029730.1,KU360729,16.53,43.9867,13,2,22,-,37,-,2016/03/28,2016/04/12
"Cheilopogon doederleinii","Animals","Fishes",mitochondrion,NC_033541.1,AP017897,16.525,43.4554,13,2,22,-,37,-,2017/01/26,2017/01/27
"Cheilopogon unicolor","Animals","Fishes",mitochondrion,NC_029728.1,KU360727,16.529,43.6324,13,2,22,-,37,-,2016/03/28,2016/04/12
"Cheirogaleus medius","Animals","Mammals",mitochondrion,NC_021945.1,KC757392,16.804,38.0564,13,2,22,-,13,-,2013/08/06,2016/06/09
"Cheirotonus jansoni","Animals","Insects",mitochondrion,NC_023246.1,KC428100,17.249,34.344,13,2,22,-,15,-,2014/01/02,2014/05/01
"Chelmon rostratus","Animals","Fishes",mitochondrion,NC_025953.1,KM978959,16.538,43.0161,13,2,22,-,13,-,2014/12/16,2014/12/16
"Chelodina longicollis","Animals","Reptiles",mitochondrion,NC_024667.1,KJ713173,16.647,37.7786,13,2,22,-,13,-,2014/08/06,2014/08/29
"Chelodina oblonga","Animals","Reptiles",mitochondrion,NC_015986.1,HQ172157,16.582,38.1377,13,2,22,-,13,-,2011/09/09,2011/09/14
